Região,Área,Pagamento,Opinião,Renda,Idade
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.25,27
Baependinha,Humanidades,Financiamento bancário,Insatisfeito,1.26,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.27,27
Jaquereçaba,Educacional,Financiamento bancário,Muito insatisfeito,1.27,27
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.28,27
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.29,27
Jaquereçaba,Administração,Financiamento bancário,Muito insatisfeito,1.29,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.29,27
Baependinha,Administração,Financiamento bancário,Insatisfeito,1.3,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.3,27
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.3,27
Jaquereçaba,Administração,Financiamento bancário,Muito insatisfeito,1.3,27
Baependinha,Administração,Financiamento bancário,Satisfeito,1.31,27
Itamaracanã,Humanidades,Financiamento bancário,Satisfeito,1.31,27
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.31,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito insatisfeito,1.32,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.32,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.33,27
Baependinha,Humanidades,Bolsas de estudo,Muito insatisfeito,1.33,27
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.33,27
Baependinha,Administração,Bolsas de estudo,Insatisfeito,1.35,27
Jaquereçaba,Administração,Financiamento bancário,Muito insatisfeito,1.35,27
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.35,27
Jaquereçaba,Humanidades,Financiamento bancário,Insatisfeito,1.35,27
Baependinha,Educacional,Financiamento bancário,Insatisfeito,1.36,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.36,27
Paranapitanga,Administração,Financiamento bancário,Muito insatisfeito,1.36,27
Paranapitanga,Administração,Financiamento bancário,Insatisfeito,1.36,27
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.37,27
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.37,27
Aratibutantã,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.38,27
Aratibutantã,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.38,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.38,27
Baependinha,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.39,27
Baependinha,Educacional,Financiamento bancário,Satisfeito,1.39,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.4,27
Baependinha,Administração,Financiamento bancário,Insatisfeito,1.4,27
Itamaracanã,Engenharia e Produção,Recursos próprios,Indiferente,1.4,27
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.4,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.4,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.41,27
Aratibutantã,Humanidades,Financiamento bancário,Satisfeito,1.41,27
Itamaracanã,Engenharia e Produção,Financiamento bancário,Indiferente,1.41,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.41,27
Jaquereçaba,Humanidades,Financiamento bancário,Insatisfeito,1.41,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Satisfeito,1.41,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.41,27
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.41,27
,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.41,27
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.42,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Indiferente,1.42,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.42,27
Baependinha,Administração,Financiamento bancário,Indiferente,1.43,27
Baependinha,Administração,Financiamento bancário,Satisfeito,1.43,27
Jaquereçaba,Educacional,Financiamento bancário,Satisfeito,1.43,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.43,27
Jaquereçaba,Computação e Matemática,Financiamento bancário,Indiferente,1.43,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.44,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.44,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.45,27
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.45,27
Baependinha,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.45,27
Jaquereçaba,Engenharia e Produção,Recursos próprios,Insatisfeito,1.45,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.45,27
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Insatisfeito,1.46,27
Baependinha,Jurídica e Contábil,Financiamento bancário,Indiferente,1.47,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.47,27
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.47,27
Jaquereçaba,Computação e Matemática,Financiamento bancário,Indiferente,1.47,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.48,27
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.48,27
Aratibutantã,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.48,27
Itamaracanã,Educacional,Financiamento bancário,Satisfeito,1.48,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.48,27
Aratibutantã,Educacional,Financiamento bancário,Muito satisfeito,1.49,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.49,27
Aratibutantã,Administração,Financiamento bancário,Satisfeito,1.5,27
Baependinha,Jurídica e Contábil,Recursos próprios,Muito insatisfeito,1.5,27
Jaquereçaba,Computação e Matemática,Financiamento bancário,Insatisfeito,1.5,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Satisfeito,1.5,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Insatisfeito,1.51,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Satisfeito,1.51,27
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.52,27
Aratibutantã,Administração,Financiamento bancário,Muito insatisfeito,1.52,27
Itamaracanã,Jurídica e Contábil,Financiamento bancário,,1.52,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.52,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.52,27
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.53,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.53,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.53,27
Aratibutantã,Educacional,Financiamento bancário,Satisfeito,1.54,27
Jaquereçaba,Engenharia e Produção,Recursos próprios,Insatisfeito,1.54,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Insatisfeito,1.54,27
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.54,27
Aratibutantã,Humanidades,Financiamento bancário,Indiferente,1.55,27
Aratibutantã,Educacional,Bolsas de estudo,Indiferente,1.55,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.55,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.55,27
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.56,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.56,27
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.56,27
Baependinha,Administração,Financiamento bancário,Indiferente,1.56,27
Baependinha,Computação e Matemática,Financiamento bancário,Insatisfeito,1.56,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.56,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.56,27
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.57,27
Baependinha,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.57,27
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.57,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,1.57,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,1.58,27
Jaquereçaba,Administração,Recursos próprios,Muito satisfeito,1.58,27
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.59,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Indiferente,1.6,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.6,27
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.6,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.61,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Satisfeito,1.61,27
Aratibutantã,Computação e Matemática,Financiamento bancário,Indiferente,1.61,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Indiferente,1.61,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,1.62,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,1.62,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.62,27
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.62,27
Itamaracanã,Computação e Matemática,Financiamento bancário,Satisfeito,1.62,27
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.62,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Indiferente,1.63,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.63,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.63,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.63,27
Aratibutantã,Computação e Matemática,Recursos próprios,Indiferente,1.64,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,1.64,27
Jaquereçaba,Computação e Matemática,Financiamento bancário,Satisfeito,1.65,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,1.66,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,1.66,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.66,27
Baependinha,Computação e Matemática,Financiamento bancário,Muito satisfeito,1.66,27
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.66,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.66,27
Jaquereçaba,Computação e Matemática,Financiamento bancário,Satisfeito,1.66,27
Aratibutantã,Administração,Financiamento bancário,Satisfeito,1.67,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.68,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.68,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,1.68,27
Aratibutantã,Computação e Matemática,Recursos próprios,Satisfeito,1.68,27
Jaquereçaba,Engenharia e Produção,Recursos próprios,Satisfeito,1.68,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.69,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.7,27
Jaquereçaba,Humanidades,Financiamento bancário,Muito satisfeito,1.7,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.7,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.71,27
Baependinha,Computação e Matemática,Financiamento bancário,Indiferente,1.71,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.72,27
Aratibutantã,Educacional,Financiamento bancário,Satisfeito,1.72,27
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.72,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.72,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.72,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.72,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Indiferente,1.73,27
Itamaracanã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.73,27
Jaquereçaba,Computação e Matemática,Financiamento bancário,Indiferente,1.73,27
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.73,27
Aratibutantã,Computação e Matemática,Financiamento bancário,Indiferente,1.74,27
Paranapitanga,Administração,Financiamento bancário,Insatisfeito,1.74,27
Paranapitanga,Jurídica e Contábil,Recursos próprios,Insatisfeito,1.74,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.75,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,1.75,27
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.75,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.76,27
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.76,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Indiferente,1.76,27
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.76,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Satisfeito,1.77,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.77,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.78,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.78,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.78,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,1.79,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.79,27
Baependinha,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.8,27
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.8,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Insatisfeito,1.8,27
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.8,27
Paranapitanga,,Financiamento bancário,Muito insatisfeito,1.8,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,1.81,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Indiferente,1.82,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.82,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.82,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,1.82,27
Paranapitanga,Jurídica e Contábil,Recursos próprios,Indiferente,1.82,27
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.83,27
Aratibutantã,Administração,Recursos próprios,Satisfeito,1.83,27
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.83,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Indiferente,1.83,27
Paranapitanga,Administração,Recursos próprios,Indiferente,1.83,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.84,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.84,27
Baependinha,Jurídica e Contábil,Recursos próprios,Indiferente,1.84,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,1.84,27
Jaquereçaba,Administração,Financiamento bancário,Satisfeito,1.84,27
Paranapitanga,Engenharia e Produção,Recursos próprios,Indiferente,1.84,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,1.86,27
Baependinha,Computação e Matemática,Financiamento bancário,Insatisfeito,1.86,27
Paranapitanga,Jurídica e Contábil,Auxílio de familiares,Indiferente,1.86,27
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,1.87,27
Jaquereçaba,Engenharia e Produção,Recursos próprios,Satisfeito,1.87,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Muito satisfeito,1.87,27
Paranapitanga,Administração,Financiamento bancário,Indiferente,1.87,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,1.88,27
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.88,27
Baependinha,Jurídica e Contábil,Recursos próprios,Satisfeito,1.88,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Indiferente,1.89,27
Aratibutantã,Computação e Matemática,Recursos próprios,Satisfeito,1.89,27
Baependinha,Jurídica e Contábil,Recursos próprios,Indiferente,1.89,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Muito insatisfeito,1.89,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,1.9,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Indiferente,1.9,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Indiferente,1.9,27
Paranapitanga,Computação e Matemática,Recursos próprios,Satisfeito,1.9,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.91,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Insatisfeito,1.91,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.93,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.93,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.93,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.93,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,1.93,27
Baependinha,Engenharia e Produção,Recursos próprios,Muito satisfeito,1.93,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,1.94,27
Baependinha,Jurídica e Contábil,Recursos próprios,Satisfeito,1.94,27
Jaquereçaba,Engenharia e Produção,Recursos próprios,Muito satisfeito,1.94,27
Paranapitanga,Jurídica e Contábil,Recursos próprios,Insatisfeito,1.94,27
Paranapitanga,Jurídica e Contábil,Recursos próprios,Muito insatisfeito,1.94,27
Aratibutantã,Computação e Matemática,Recursos próprios,Indiferente,1.95,27
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.95,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.95,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.95,27
Paranapitanga,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.95,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.96,27
Baependinha,Jurídica e Contábil,Financiamento bancário,Indiferente,1.96,27
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.96,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,1.96,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,1.96,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Insatisfeito,1.98,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.98,27
Aratibutantã,Administração,Financiamento bancário,Satisfeito,1.98,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.98,27
Baependinha,Jurídica e Contábil,Recursos próprios,Indiferente,1.98,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Satisfeito,1.98,27
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.98,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,1.99,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,1.99,27
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.99,27
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.99,27
Jaquereçaba,Computação e Matemática,Financiamento bancário,Satisfeito,1.99,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.99,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.99,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Insatisfeito,2,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Muito insatisfeito,2,27
Aratibutantã,Administração,Recursos próprios,Indiferente,2.01,27
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Indiferente,2.01,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,2.03,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.03,27
Paranapitanga,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.03,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.04,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.04,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.04,27
Aratibutantã,Computação e Matemática,Financiamento bancário,Indiferente,2.04,27
Aratibutantã,Administração,Recursos próprios,Satisfeito,2.04,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,2.04,27
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.04,27
Jaquereçaba,Administração,Recursos próprios,Muito satisfeito,2.04,27
Jaquereçaba,Computação e Matemática,Financiamento bancário,Insatisfeito,2.04,27
Baependinha,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.05,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Satisfeito,2.07,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.07,27
Paranapitanga,Administração,Financiamento bancário,Satisfeito,2.07,27
Aratibutantã,Jurídica e Contábil,Auxílio de familiares,Satisfeito,2.08,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.08,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,2.08,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Indiferente,2.08,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,2.08,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,2.09,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.09,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Satisfeito,2.09,27
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,2.09,27
Baependinha,Jurídica e Contábil,Auxílio de familiares,Satisfeito,2.09,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.11,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.11,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,2.11,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.11,27
Paranapitanga,Jurídica e Contábil,Recursos próprios,Satisfeito,2.11,27
Aratibutantã,Jurídica e Contábil,,Satisfeito,2.12,27
Baependinha,Jurídica e Contábil,Financiamento bancário,Indiferente,2.12,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,2.12,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.12,27
Paranapitanga,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.12,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.13,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Satisfeito,2.13,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.13,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.15,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.15,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Satisfeito,2.15,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.15,27
Baependinha,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.15,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Indiferente,2.15,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.16,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,2.16,27
Aratibutantã,Administração,Recursos próprios,Muito satisfeito,2.16,27
Baependinha,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.16,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.18,27
Baependinha,Jurídica e Contábil,Financiamento bancário,Indiferente,2.18,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.19,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.19,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.19,27
Paranapitanga,Engenharia e Produção,Financiamento bancário,Insatisfeito,2.19,27
Paranapitanga,Engenharia e Produção,Recursos próprios,Satisfeito,2.19,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito insatisfeito,2.2,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,2.2,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,2.2,27
Paranapitanga,Jurídica e Contábil,Auxílio de familiares,Satisfeito,2.2,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.22,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.22,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.22,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.22,27
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.22,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.23,27
Aratibutantã,Engenharia e Produção,Recursos próprios,Satisfeito,2.23,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.23,27
Jaquereçaba,Administração,Financiamento bancário,Muito satisfeito,2.23,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Indiferente,2.23,27
Paranapitanga,Jurídica e Contábil,Recursos próprios,Indiferente,2.23,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.25,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.25,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.25,27
Aratibutantã,Jurídica e Contábil,Auxílio de familiares,Satisfeito,2.25,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.25,27
Paranapitanga,Engenharia e Produção,Recursos próprios,Insatisfeito,2.25,27
Paranapitanga,Computação e Matemática,Recursos próprios,Muito satisfeito,2.25,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.26,27
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.26,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.26,27
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Indiferente,2.26,27
Paranapitanga,Jurídica e Contábil,Recursos próprios,Indiferente,2.26,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.28,27
Paranapitanga,Jurídica e Contábil,Recursos próprios,Indiferente,2.28,27
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,2.29,27
Baependinha,Jurídica e Contábil,Recursos próprios,Satisfeito,2.29,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.29,27
Paranapitanga,Jurídica e Contábil,Recursos próprios,Indiferente,2.29,27
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.31,27
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.31,27
Paranapitanga,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.31,27
